LEAID,boarddocs_url,school_district_from_boarddocs,LEA_NAME,address_from_boarddocs,home_website_from_boarddocs,phone_from_nces
5308190,https://go.boarddocs.com/wa/swsd/Board.nsf/Public,South Whidbey School District WA,South Whidbey School District,"5476 Maxwelton Road, Langley, WA 98260 | 360-221-6100",sw.wednet.edu,(360) 221-6100
3904485,https://go.boarddocs.com/oh/struth/Board.nsf/Public,Struthers City Schools,Struthers City,,strutherscityschools.org,(330) 750-1061
4202130,https://go.boarddocs.com/pa/asd/Board.nsf/Public,Aliquippa School District,Aliquippa SD,"800 21st Street | Aliquippa, PA 15001 | P 724.857.7500 | F: 724.857.3404",quipsd.org,(724) 857-7500
5099915,https://go.boarddocs.com/vt/bsdvt/Board.nsf/Public,Burlington School District,Burlington Supervisory District,"150 Colchester Avenue | Burlington, VT 05401 | 802-865-5332",bsdvt.org,(802) 864-8474
4211340,https://go.boarddocs.com/pa/hamb/Board.nsf/Public,Hamburg Area School District,Hamburg Area SD,,hasdhawks.org,(610) 562-2241
3904380,https://go.boarddocs.com/oh/columbus/Board.nsf/Public,Columbus City Schools,Columbus City Schools District,"270 East State Street | Columbus, OH 43215 | 614.365.5000",ccsoh.us,(614) 365-5000
4205860,https://go.boarddocs.com/pa/ches/Board.nsf/Public,Chester Upland School District,Chester-Upland SD,"232 W. 9th Street Chester, PA 19013",chesteruplandsd.org,(610) 447-3600
3910016,https://go.boarddocs.com/oh/orange/Board.nsf/Public,Orange City School District,Orange City,"32000 Chagrin Boulevard - Pepper Pike, Ohio 44124",orangeschools.org,(216) 831-8600
5506090,https://go.boarddocs.com/wi/hfj1/Board.nsf/Public,,Hartford J1 School District,"School District of Hartford Jt. #1, 402 W. Sumner St. Hartford, WI 53027",hjt1.org,(262) 673-3155
3401830,https://go.boarddocs.com/nj/bsd/Board.nsf/Public,Bloomfield School District,Bloomfield Township School District,"155 Broad St | Bloomfield, NJ 07003 | 973-680-8500",bloomfield.k12.nj.us,(973) 680-8500
4221090,https://go.boarddocs.com/pa/scrsd/Board.nsf/Public,Scranton School District,Scranton SD,"425 North Washington Avenue Scranton, PA 18503",scrsd.org,(570) 348-3474
4207385,https://go.boarddocs.com/pa/daup/Board.nsf/Public,Dauphin County Technical School,Dauphin County Technical School,"6001 Locust Lane, Harrisburg, PA",dcts.org,(717) 652-3170
2000006,https://go.boarddocs.com/ks/usd415/Board.nsf/Public,Hiawatha USD 415,Hiawatha,"Unified School District No. 415 Brown County 706 First Street  Hiawatha, KS 66434 | 785-742-2224",hiawathaschools.org,(785) 742-2224
1807230,https://go.boarddocs.com/in/yorktown/Board.nsf/Public,Yorktown Community Schools,Yorktown Community Schools,"2311 S. Broadway Street Yorktown, IN 47396 | 765-759-2720",yorktown.k12.in.us,(765) 759-2720
2601096,https://go.boarddocs.com/mi/lwacademy/Board.nsf/Public,Light of the World Academy,Light of the World Academy,"550 East Hamburg Street, Pinckney, MI 48169 Phone: (734) 720-9760",lightoftheworldacademy.org,(734) 720-9760
5500058,https://go.boarddocs.com/wi/chesd/Board.nsf/Public,Chequamegon School District,Chequamegon School District,,csdk12.net,(715) 762-2474
3620670,https://go.boarddocs.com/ny/nvcs/Board.nsf/Public,Newark Valley Central School District,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,"68 Wilson Creek Rd. Newark Valley, NY 13811",nvcs.stier.org,(607) 642-3221
3904578,https://go.boarddocs.com/oh/perrylocal/Board.nsf/Public,Perry Local School District,Perry Local,"2770 E. Breese Road | Lima, OH 45806 | 419-221-2770",mycommodores.org,(419) 221-2770
4226460,https://go.boarddocs.com/pa/wmsp/Board.nsf/Public,Williamsport Area School District,Williamsport Area SD,,wasd.org,(570) 327-5500
3910024,https://go.boarddocs.com/oh/upsan/Board.nsf/Public,Upper Sandusky Exempted Village Schools,Upper Sandusky Exempted Village,,usevs.org,(419) 294-2307
3609120,https://go.boarddocs.com/ny/dfufsd/Board.nsf/Public,Dobbs Ferry Union Free School District,DOBBS FERRY UNION FREE SCHOOL DISTRICT,"505 Broadway, Dobbs Ferry, NY 10522 Phone: 914-693-1500  |  Fax: 914-693-1787",dfsd.org,(914) 693-1506
2680999,https://go.boarddocs.com/mi/gda/Board.nsf/Public,Gerald Dawkins Academy,Gerald Dawkins Academy,,dawkinsacademy.org,(517) 281-8626
3910019,https://go.boarddocs.com/ga/mcs/Board.nsf/Public,Marietta City Schools,Marietta City,"250 Howard Street | Marietta, GA 30060 | Phone: 770-422-3500",marietta-city.org,(740) 374-6500
3622140,https://go.boarddocs.com/ny/sscs/Board.nsf/Public,South Seneca Central School District,SOUTH SENECA CENTRAL SCHOOL DISTRICT,"7263 Main Street | Ovid, NY 14521 | p (607) 869-9636 | f (607) 869-2529",southseneca.org,(607) 869-9636
3630930,https://go.boarddocs.com/ny/mmcsd/Board.nsf/Public,Mount Markham Central School District,MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,"500 Fairground Rd West Winfield, NY 13491",mmcsd.org,(315) 822-2824
3410110,https://go.boarddocs.com/nj/middletownk12/Board.nsf/Public,Middletown Township Public Schools,Middletown Township Public School District,"834 LEONARDVILLE RD. 2ND FL LEONARDO, NJ 07737",middletownk12.org,(732) 671-3850
2601035,https://go.boarddocs.com/mi/macomb/Board.nsf/Public,Macomb Montessori Academy,Macomb Montessori Academy,"14057 East 9 Mile, Warren, MI 48089 Phone: (586) 359-2138",macombmontessoriacademy.com,(586) 359-2138
4503000,https://go.boarddocs.com/sc/mccormick/Board.nsf/Public,McCormick County Schools of Inquiry and Innovation,McCormick 01,"821 N Mine St, McCormick, SC 29835",mccormick.k12.sc.us,(864) 852-2435
4217370,https://go.boarddocs.com/pa/north/Board.nsf/Public,Northampton Area School District PA,Northampton Area SD,"2014 Laubach Avenue Northampton, PA 18067 | 610-262-7811",nasdschools.org,(610) 262-7811
5300006,https://go.boarddocs.com/wa/psesd/Board.nsf/Public,Puget Sound Educational Service District,Puget Sound Educational Service District 121,"800 Oakesdale Ave SW | Renton, WA 98057-5221 | (425) 917-7602",psesd.org,(425) 917-7600
2400300,https://go.boarddocs.com/mabe/dcps/Board.nsf/Public,Dorchester County Public Schools,Dorchester County Public Schools,"700 Glasgow St | Cambridge, MD 21613 | Ph. 410-228-4747 | Fax. 410-228-1847",dcps.k12.md.us,(410) 228-4747
1808100,https://go.boarddocs.com/in/hendricks/Board.nsf/Public,North West Hendricks School Corporation IN,North West Hendricks Schools,"104 N. Church Street, PO Box 70, Lizton, IN 46149  | 317-994-4100",hendricks.k12.in.us,(317) 994-4100
5304980,https://go.boarddocs.com/wa/misd/Board.nsf/Public,Mercer Island School District,Mercer Island School District,"4160 86th Avenue SE | Mercer Island, WA 98040 | p (206) 236-3300 | f (206) 236-3333",mercerislandschools.org,(206) 236-3300
3904704,https://go.boarddocs.com/oh/archoh/Board.nsf/Public,Archbold Area Schools,Archbold-Area Local,,archbold.k12.oh.us,(419) 446-2728
4218780,https://go.boarddocs.com/pa/pman/Board.nsf/Public,Penns Manor Area School District,Penns Manor Area SD,,pennsmanor.org,(724) 254-2666
3612960,https://go.boarddocs.com/ny/gwlufsd/Board.nsf/Public,Greenwood Lake Union Free School District,GREENWOOD LAKE UNION FREE SCHOOL DISTRICT,"P.O. Box 8| Greenwood Lake, NY 10925 | p (845) 782-8678 |",gwlufsd.org,(845) 782-8678
5103950,https://go.boarddocs.com/va/wpschools/Board.nsf/Public,West Point Public Schools,West Point Public Schools,"329 6th Street  West Point, Virginia 23181",wpschools.net,(804) 843-4368
5309540,https://go.boarddocs.com/wa/washsd/Board.nsf/Public,Washougal School District,Washougal School District,"4855 Evergreen Way | Washougal, WA 98671 | 360.954.3000 | f 360.954.3099",washougal.k12.wa.us,(360) 954-3000
1731740,https://go.boarddocs.com/il/psd202/Board.nsf/Public,Plainfield Community Consolidated School District 202,Plainfield SD 202,"15732 Howard Street  Plainfield, IL 60544  Phone: (815) 577-4000",psd202.org,(815) 577-4069
600069,https://go.boarddocs.com/ca/vcpusd/Board.nsf/Public,Valley Center Pauma Unified School District,Valley Center-Pauma Unified,"28751 Cole Grade Road, Valley Center, CA 92082 | (760) 749-0464",vcpusd.org,(760) 749-0464
3905044,https://go.boarddocs.com/oh/lmls/Board.nsf/Public,Little Miami Local Schools OH,Little Miami Local,"95 E. US 22-3, Maineville OH 45039",littlemiamischools.com,(513) 899-2264
3910003,https://go.boarddocs.com/oh/sidn/Board.nsf/Public,Sidney City Schools,Sidney City,"750 S. Fourth Ave., Sidney, OH 937-497-2200",sidneycityschools.org,(937) 497-2200
1806390,https://go.boarddocs.com/in/marioncommunity/Board.nsf/Public,Marion Community Schools,Marion Community Schools,"750 W 26th St. Door 22 | Marion, IN 46953 | 765-662-2546",marion.k12.in.us,(765) 662-2546
2600151,https://go.boarddocs.com/mi/chatfield/Board.nsf/Public,The Chatfield School,Chatfield School,"231 Lake Drive, Lapeer, MI 48446 Phone (810) 667-8970",chatfieldschool.org,(810) 667-8970
3600057,https://go.boarddocs.com/ny/owncs/Board.nsf/Public,Our World Neighborhood Charter Schools,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,"36-12 35th Avenue Astoria, NY 11106 | (718) 392-3405",owncs.org,(718) 392-3405
3601183,https://go.boarddocs.com/ny/owncs/Board.nsf/Public,Our World Neighborhood Charter Schools,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL 2,"36-12 35th Avenue Astoria, NY 11106 | (718) 392-3405",owncs.org,(718) 392-3405
3680970,https://go.boarddocs.com/ny/owncs/Board.nsf/Public,Our World Neighborhood Charter Schools,OUR WORLD NEIGHBORHOOD CHARTER SCHOOL 3,"36-12 35th Avenue Astoria, NY 11106 | (718) 392-3405",owncs.org,(718) 392-3405
400790,https://go.boarddocs.com/az/ajusd/Board.nsf/Public,Apache Junction Unified School District #43,Apache Junction Unified District (4443),"1575 W. Southern Avenue | Apache Junction, AZ 85120 | 480.982.1110",ajusd.org,(480) 982-1110
3910021,https://go.boarddocs.com/oh/ofl/Board.nsf/Public,Old Fort Local Schools,Old Fort Local,,oldfortschools.org,(419) 992-4291
2012210,https://go.boarddocs.com/ks/tong464/Board.nsf/Public,Tonganoxie USD 464,Tonganoxie,"300 E. Hwy 24-40 | Tonganoxie, KS 66086 | (913) 416-1400 | f (913) 416-1408",tong464.org,(913) 416-1400
3904914,https://go.boarddocs.com/oh/wave/Board.nsf/Public,Waverly City Schools,Waverly City,"1 Tiger Drive, Waverly, Ohio 45690",waverly.k12.oh.us,(740) 947-4770
4203450,https://go.boarddocs.com/pa/bermudian/Board.nsf/Public,Bermudian Springs School District,Bermudian Springs SD,,bermudian.org,(717) 528-4113
3623460,https://go.boarddocs.com/ny/pcru/Board.nsf/Public,Port Chester - Rye Union Free School District,PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT,"113 Bowman Avenue Rye Brook, NY 10573 | (914) 934-7900",portchesterschools.org,(914) 934-7901
3905074,https://go.boarddocs.com/oh/moh/Board.nsf/Public,Mohawk Local School District,Mohawk Local,,mohawk.k12.oh.us,(419) 927-2414
1809990,https://go.boarddocs.com/in/scsd1/Board.nsf/Public,Scott County School District #1,Scott County School District 1,,scsd1.com,(812) 794-8750
5301290,https://go.boarddocs.com/wa/chimacum/Board.nsf/Public,Chimacum School District,Chimacum School District,"91 West Valley Road - PO BOX 278 Chimacum, WA 98325 | 360.302.5890",csd49.org,(360) 302-5892
1729280,https://go.boarddocs.com/il/oprfhs/Board.nsf/Public,Oak and Park Forest High School,Oak Park - River Forest SD 200,"201 North Scoville Ave. Oak Park, Illinois 60302 | 708.383.0700",oprfhs.org,(708) 383-0700
2624180,https://go.boarddocs.com/mi/montag/Board.nsf/Public,Montague Area Public Schools,Montague Area Public Schools,,mapsk12.org,(231) 893-1515
4219140,https://go.boarddocs.com/pa/ping/Board.nsf/Public,Welcome to the Pine Grove Area School District,Pine Grove Area SD,,pgasd.com,(570) 345-2731
601709,https://go.boarddocs.com/ca/realjourney/Board.nsf/Public,REAL Journey Academies,New Vision Middle District,"Administration Office: 3333 Concours St. Building 9, Ontario, CA 91764",realjourney.org,(909) 888-8390
601828,https://go.boarddocs.com/ca/realjourney/Board.nsf/Public,REAL Journey Academies,Journey District,"Administration Office: 3333 Concours St. Building 9, Ontario, CA 91764",realjourney.org,(951) 601-6620
602464,https://go.boarddocs.com/ca/realjourney/Board.nsf/Public,REAL Journey Academies,iEmpire Academy District,"Administration Office: 3333 Concours St. Building 9, Ontario, CA 91764",realjourney.org,(909) 888-8390
602558,https://go.boarddocs.com/ca/realjourney/Board.nsf/Public,REAL Journey Academies,Entrepreneur High Fontana District,"Administration Office: 3333 Concours St. Building 9, Ontario, CA 91764",realjourney.org,(909) 200-7148
4900900,https://go.boarddocs.com/ut/sjsd/Board.nsf/Public,San Juan School District,San Juan District,"200 North Main Street | Blanding, Utah 84511 | Phone: (435) 678-1211",sjsd.org,(435) 678-1200
5504200,https://go.boarddocs.com/wi/sdoes/Board.nsf/Public,School District of Eleva-Strum,Eleva-Strum School District,,esschools.k12.wi.us,(715) 695-2696
642140,https://go.boarddocs.com/ca/wpusd/Board.nsf/Public,Western Placer Unified School District,Western Placer Unified,600 Sixth Street Suite 400 Lincoln CA 95648,wpusd.org,(916) 645-6350
2608010,https://go.boarddocs.com/mi/cnps/Board.nsf/Public,,Carney-Nadeau Public Schools,"Carney Nadeau Public School | 151 US 41 North Carney, Michigan 49812 | Phone 906-398-3052 | Fax: 906-639-2176",cnps.us,(906) 398-3052
3904508,https://go.boarddocs.com/oh/wick/Board.nsf/Public,Wickliffe City School District,Wickliffe City,"2221 Rockefeller Road | Wickliffe, Ohio 44092  | 440.943.6900 | f 440.943.7738",wickliffeschools.org,(440) 943-6900
3631050,https://go.boarddocs.com/ny/west/Board.nsf/Public,Westmoreland Central School District,WESTMORELAND CENTRAL SCHOOL DISTRICT,"5176 State Route 233 | PO Box 430| Westmoreland, NY 13490 | 315-557-2600 | f 315-853-4602",westmorelandschool.org,(315) 557-2614
4212600,https://go.boarddocs.com/pa/junc/Board.nsf/Public,Juniata County School District,Juniata County SD,"146 Weatherby Way, Mifflintown, PA  17059 | 717-436-2111",jcsdk12.org,(717) 436-2111
3403930,https://go.boarddocs.com/nj/doverps/Board.nsf/Public,Dover Public Schools,Dover Public School District,"21 Belmont Avenue, Dover, NJ 07801",dover-nj.org,(973) 989-2000
3904988,https://go.boarddocs.com/oh/marlinoh/Board.nsf/Public,MARLINGTON LOCAL SCHOOLS,Marlington Local,"10320 Moulin Avenue NE Alliance, OH 44601  330-823-7458",marlingtonlocal.org,(330) 823-7458
2508320,https://go.boarddocs.com/ma/ntvs/Board.nsf/Public,Nashoba Valley Technical School District,Nashoba Valley Regional Vocational Technical,"100 Littleton Road, Westford, MA 01886 | Phone 978-692-4711",nashobatech.net,(978) 692-4711
3615780,https://go.boarddocs.com/ny/comsewogue/Board.nsf/Public,Comsewogue School District,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,"290 Norwood Avenue, Port Jefferson Station, NY 11776 | 631-474-8100",comsewogue.k12.ny.us,(631) 474-8105
5502430,https://go.boarddocs.com/wi/cgbasd/Board.nsf/Public,Cedar Grove-Belgium Area School District,Cedar Grove-Belgium Area School District,,cgbrockets.com,(920) 668-8686
4222440,https://go.boarddocs.com/pa/sene/Board.nsf/Public,Seneca Valley School District,Seneca Valley SD,,svsd.net,(724) 452-6040
2632300,https://go.boarddocs.com/mi/shav/Board.nsf/Public,South Haven Public Schools,South Haven Public Schools,,shps.org,(269) 637-0521
3406450,https://go.boarddocs.com/nj/haledon/Board.nsf/Public,Haledon Public School,Haledon Public School District,"91 Henry Street | Haledon, NJ 07508 | (973)790-9000",haledon.org,(973) 790-9000
2607140,https://go.boarddocs.com/mi/buca/Board.nsf/Public,Buchanan Community Schools,Buchanan Community Schools,,buchananschools.com,(269) 695-8401
4210620,https://go.boarddocs.com/pa/gsdpa/Board.nsf/Public,Gateway School District,Gateway SD,"9000 Gateway Campus Boulevard  |  Monroeville, PA 15146",gatewayk12.org,(412) 372-5300
5101410,https://go.boarddocs.com/vsba/fcsva/Board.nsf/Public,Franklin City Public Schools,Franklin City Public Schools,"207 West Second Avenue | Franklin, Virginia 23851 | Voice: 757-569-8111 | Fax: 757-569-8078",fcpsva.org,(757) 569-8111
5302700,https://go.boarddocs.com/wa/esd114/Board.nsf/Public,Evergreen School District 114,Evergreen School District (Clark),"13413 NE LeRoy Haagen Memorial Drive • PO Box 8910 • Vancouver, WA 98668-8910 • p (360) 604-4000 • f (360) 892-5307",evergreenps.org,(360) 604-4005
1800118,https://go.boarddocs.com/in/ncp/Board.nsf/Public,,North Central Parke Comm Schl Corp,,ncp.k12.in.us,(765) 569-4190
2614760,https://go.boarddocs.com/mi/frank/Board.nsf/Public,,Frankenmuth School District,"Frankenmuth School District | 525 East Genesee, Frankenmuth, MI  48734 | Phone: 989.652.9958 | Fax:  989.652.9780",fmuthschools.com,(989) 652-9958
4225440,https://go.boarddocs.com/pa/wgre/Board.nsf/Public,West Greene School Disrict,West Greene SD,"1367 Hargus Creek Road, Waynesburg, PA 15370",wgsd.org,(724) 499-5183
1805910,https://go.boarddocs.com/in/lssc/Board.nsf/Public,Linton Stockton School Corporation,Linton-Stockton School Corporation,,lssc.k12.in.us,(812) 847-6020
4280340,https://go.boarddocs.com/pa/eastech/Board.nsf/Public,Eastern Center for Arts and Technology,Eastern Center for Arts and Technology,"3075 Terwood Road Willow Grove, PA 19090 | 215-784-4800",eastech.org,(215) 784-4800
609640,https://go.boarddocs.com/ca/conejo/Board.nsf/Public,Conejo Valley Unified School District,Conejo Valley Unified,"1402 E. Janss Rd. | Thousand Oaks, CA 91362 | (805) 497-9511",conejousd.org,(805) 497-9511
608130,https://go.boarddocs.com/ca/ceres/Board.nsf/Public,Ceres Unified School District,Ceres Unified,"2503 Lawrence Street | Ceres, CA 95307 | 209-556-1500",ceres.k12.ca.us,(209) 556-1500
3622500,https://go.boarddocs.com/ny/pavilioncs/Board.nsf/Public,Pavilion Central School District,PAVILION CENTRAL SCHOOL DISTRICT,"7014 Big Tree Road | Pavilion, NY 14525 | 585-584-3115",pavilioncsd.org,(585) 584-3115
607500,https://go.boarddocs.com/ca/cusd/Board.nsf/Public,Carlsbad Unified School District,Carlsbad Unified,"6225 El Camino Real | Carlsbad, California 92009 | 760-331-5000 p | 760-331-5094 f",carlsbadusd.net,(760) 331-5000
3904582,https://go.boarddocs.com/oh/hillsdale/Board.nsf/Public,Hillsdale Local School District,Hillsdale Local,"479 Township Rd. 1902 | Jeromesville, OH 44840 | 419-368-4364",hillsdale.k12.oh.us,(419) 368-8231
5103390,https://go.boarddocs.com/va/rockingham/Board.nsf/Public,Rockingham County Public Schools VA,Rockingham County Public Schools,"100 Mt. Clinton Pike • Harrisonburg, VA 22802 | 540.564.3200",rcps.net,(540) 564-3200
1734990,https://go.boarddocs.com/il/rlasd/Board.nsf/Public,Round Lake Area School District CUSD 116,Round Lake CUSD 116,,rlas-116.org,(847) 270-9003
