LEA_NAME,LEAID,STATENAME,url
Calhoun County,1300750,GEORGIA,https://go.boarddocs.com/fl/ccsdfl/Board.nsf/Public
Park City Elem,3020040,MONTANA,https://go.boarddocs.com/ut/pcsd/Board.nsf/legacy-content/83E8565E966E/$FILE/BD%20MINS%206-21-05.pdf
DELTA R-V,2910620,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/CLX4GL0B7F3E/$file/01%20MUSIC%20Member%20Map%202022.pdf
Multicultural Academy CS,4200040,PENNSYLVANIA,https://go.boarddocs.com/co/cde/Board.nsf/files/D4PP9W63524C/$file/World%20Languages%20-%202020%20Colorado%20Academic%20Standards.pdf
Excel Center - Elkhart,1800232,INDIANA,https://go.boarddocs.com/wi/wwusd/Board.nsf/files/AKMKNF52AC29/$file/2017%20HERB%20KOHL%20FOUNDATION%20EXCELLENCE%20SC...pdf
SOUTH CENTRAL PRAIRIE SPECIAL ED UNIT,3880340,NORTH DAKOTA,https://go.boarddocs.com/mabe/fcps/Board.nsf/files/CUZQ2W6740C2/$file/8.30.23_Frederick%20County%20Public%20Schools%20-%20Special%20Education%20Review%20Report%20-%20July%202023%20Final_backup3.pdf
KINGS COLLEGIATE CHARTER SCHOOL,3600944,NEW YORK,https://go.boarddocs.com/ca/redwood/Board.nsf/files/D2MSPL7380FC/$file/KIPP%20Audit%20Report%20FY23.pdf
KANSAS CITY GIRLS PREP ACADEMY,2900615,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/C3KUHM7C289D/$file/20210601%20Board%20Meeting%20Budget%20Documents.PDF.pdf
Norton City Public Schools,5102760,VIRGINIA,https://go.boarddocs.com/vsba/norton/Board.nsf/Public
Savanna Elementary,636030,CALIFORNIA,https://go.boarddocs.com/ga/sccs/Board.nsf/files/CPBLFV565EEF/$file/Salary%20Adjustments.pdf
John F. Kennedy Day School,5900076,BUREAU OF INDIAN EDUCATION,https://go.boarddocs.com/ca/nusd/Board.nsf/files/CNTR936BF137/$file/2022_School_Accountability_Report_Card_John_F._Kennedy_Elementary_School_20230120.pdf
Esperanza Charter School,2200323,LOUISIANA,https://go.boarddocs.com/pa/esperanzacyber/Board.nsf/Public
Patrick County Public Schools,5102880,VIRGINIA,https://go.boarddocs.com/vsba/patrick/Board.nsf/Public
Harlowton K-12,3013470,MONTANA,https://go.boarddocs.com/mt/target/Board.nsf/files/C25JXP4F2E30/$file/FY2020-Salaries%20and%20Benefits%20As%20Percentage%20of%20General%20Fund%20-%20All%20Schools%20Montana.pdf
Coeur d' Alene Tribal School,5900071,BUREAU OF INDIAN EDUCATION,https://go.boarddocs.com/id/cdaps/Board.nsf/files/CHSVS78218F1/$file/Packet%20for%201-3-22%20Annual%20Meeting.pdf
Southern IN Education Center,1800050,INDIANA,https://go.boarddocs.com/oh/southernohioesc/Board.nsf/Public?open&id=policies
Providence,4400900,RHODE ISLAND,https://go.boarddocs.com/ca/vcoe/Board.nsf/files/CN92JX02757A/$file/J4%20Providence%20SARC%202022.pdf
PEWITT CISD,4834800,TEXAS,https://www.boarddocs.com/tx/disd/Board.nsf/files/CJQPAT63B631/$file/Joyce%20Foreman_19.A.%20Response.pdf
Atlantis Charter (District),2500041,MASSACHUSETTS,https://go.boarddocs.com/pa/nesh/Board.nsf/files/C2SVQP81E110/$file/PAZ02-266%20Neshaminy%20HS%20Athletic%20Facilty%20Expansion%20PSA%20-%20Final%20(1).pdf
Manistique Area Schools,2622470,MICHIGAN,https://go.boarddocs.com/mi/sault/Board.nsf/files/D42ML85A5585/$file/UPEA.pdf
Saint Croix School District,7800002,U.S. VIRGIN ISLANDS,https://go.boarddocs.com/ut/canyons/Board.nsf/legacy-content/8B3VVM7D2D55/$FILE/Elliott%20Judy%20(2008)%20Response%20to%20Intervention.pdf
State Specialty Schools II- Sankofa Montessori,1305860,GEORGIA,https://go.boarddocs.com/in/indps/Board.nsf/files/BMUS5870F6B4/$file/March%202020%20-%20Public%20Comment%20%5BFINAL%5D.pdf
Logan Elm Local,3904908,OHIO,https://go.boarddocs.com/oh/loganelm/Board.nsf/Public?open&id=policies
Norwood Public School District,3411850,NEW JERSEY,https://go.boarddocs.com/nj/norwood/Board.nsf/goto
HERMITAGE SCHOOL DISTRICT,507710,ARKANSAS,https://go.boarddocs.com/pa/herm/Board.nsf/vpublic?open
Horizon Science Academy Columbus,3900042,OHIO,https://go.boarddocs.com/OH/CMSD/Board.nsf/files/99NQS25DD311/$file/ATTACHMENT%20-%20Payments%20in%20Lieu%20Of%20-%20%24820%2C476.00%20-%20Page%201.pdf
Academy School District No. 20 in the county of El Paso an,801920,COLORADO,https://go.boarddocs.com/co/asd20/Board.nsf/goto?open&id=D7QS7S7156D5
Greater San Diego Academy District,602129,CALIFORNIA,https://go.boarddocs.com/ca/sandi/Board.nsf/files/CR8PEU63A890/$file/Revised%20Electrify%20San%20Diego%20Unfied%20Resolution.pdf
East Liverpool City,3904391,OHIO,https://go.boarddocs.com/oh/eastliverpool/Board.nsf/Public?open&id=policies
Utah Career Path High School,4900171,UTAH,https://go.boarddocs.com/ca/smccd/Board.nsf/files/D3KP5J60FC5D/$file/ESS%20Memo%2023-46%20Dual%20Enrollment%20Empowerment.pdf
Arizona Center for Youth Resources (4346),400057,ARIZONA,https://go.boarddocs.com/sc/beau/Board.nsf/files/BXAME75AC075/$file/NOVEMBER%20TRANSPARENCY%20(002).pdf
Madison Avenue School of Arts,3901346,OHIO,https://go.boarddocs.com/wi/mmsd/Board.nsf/files/BL5PEQ6259A3/$file/School%20History%20to%202019.pdf
Amelia County Public Schools,5100180,VIRGINIA,https://go.boarddocs.com/vsba/amelia/Board.nsf/Public
EMMETT INDEPENDENT DISTRICT,1601020,IDAHO,https://www.boarddocs.com/tx/disd/Board.nsf/files/AMML8455428E/$file/ILA%20for%20Dallas%20County%20Community%20College%20District%2C%20Dallas%20Independent%20School%20District%2C%20and%20GameStop%20for%20Dr.%20Emmett%20J.%20Conrad%20HS.pdf
DILLEY ISD,4817100,TEXAS,https://www.boarddocs.com/tx/disd/Board.nsf/files/CBPTUB743EDC/$file/O'Hanlon%2C%20Demerath%20and%20Castillo%20Responses.pdf
MOORELAND,4020280,OKLAHOMA,https://www.boarddocs.com/pa/carlisle/Board.nsf/legacy-content/88J4Y27E8767/$FILE/Board%20Minutes%20Sept%2017%202009%20(2).pdf
HOZHO ACADEMY,3500179,NEW MEXICO,https://go.boarddocs.com/az/fusd1/Board.nsf/files/BRJUEU7BC02D/$file/Safely%20Forward%20Return%20to%20School%20Plan%20Report%20Final%20(2).pdf
Success Preparatory Academy,2200187,LOUISIANA,https://go.boarddocs.com/la/nops/Board.nsf/files/B7LS2P6E4ED8/$file/Renewal%20Recommendations.pdf
Wilton Comm School District,1931800,IOWA,https://www.boarddocs.com/ct/wilton/Board.nsf/Public
WASHINGTON,2931110,MISSOURI,https://www.boarddocs.com/nj/wtps/Board.nsf/vpublic?open
NATIONAL PARK TECHNOLOGY CENTER,500057,ARKANSAS,https://go.boarddocs.com/vsba/fairfax/Board.nsf/files/9RHVZD78E818/$file/Appendix%20C%20-%20%202013-14%20Partnership%20Snapshot.pdf
West Valley Schools Transportation Agency JPA,601389,CALIFORNIA,https://go.boarddocs.com/ca/esuhsd/Board.nsf/files/9LPSWQ74B2E9/$file/BA_2004_10_07_Amended.pdf
New Bedford Academy,2600213,MICHIGAN,https://go.boarddocs.com/mi/nbacademy/Board.nsf/goto?open&id=CS4L6D5431AC
OWASSO,4023280,OKLAHOMA,https://go.boarddocs.com/ok/tulsatech/Board.nsf/files/B23KE24F8864/$file/May%2021%2C%202018%20minutes.docx
High Tech High North County District,601818,CALIFORNIA,https://go.boarddocs.com/ut/tooelesd/Board.nsf/files/CM5L4Y54CD12/$file/November%2029%2C%202022%20BOE%20Work%20Session%20Minutes-Approved%2012.13.22.pdf
RSU 31/MSAD 31,2311250,MAINE,https://go.boarddocs.com/fl/hendry/Board.nsf/files/CV8S7P70FFBC/$file/5.C.%20School_District_Final_Altria_Allocation.pdf
Bethune School District No. R- 5,802460,COLORADO,https://go.boarddocs.com/co/cde/Board.nsf/files/C3RJR84E6528/$file/210602%20EM%20Apps%20Staff%20Recommend%20COVID_SBE.pdf
Sheldon Comm School District,1925980,IOWA,https://go.boarddocs.com/co/d11/Board.nsf/files/CJBPS265F346/$file/P-12%20FSCP%20Framework%20User's%20Guide_Final%208-2-22.pdf
ADVANCE R-IV,2902880,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/CLX4GL0B7F3E/$file/01%20MUSIC%20Member%20Map%202022.pdf
Union Parish,2201770,LOUISIANA,https://go.boarddocs.com/la/bese/Board.nsf/files/BYWPYK66DA16/$file/4.2_AGII_SS%20StandardsReview_0321.pdf
Pinon Unified District (4390),400023,ARIZONA,https://www.boarddocs.com/nm/taosgov/Board.nsf/files/CCZSXW74D835/$file/Taos_Comp_Draft_2022-03-23.pdf
CAIRO-DURHAM CENTRAL SCHOOL DISTRICT,3606160,NEW YORK,https://go.boarddocs.com/ny/cadu/Board.nsf/files/B2HP2462714B/$file/Code%20of%20Conduct%202018-2019%20DRAFT%20-%20Google%20Docs.pdf
Mattapoisett,2507470,MASSACHUSETTS,https://go.boarddocs.com/ma/tof/Board.nsf/files/AYEKWH50B28D/$file/MassDOT%20South%20Coast%20Rail%20EIR%20letter.pdf
Aplington-Parkersburg Comm School District,1903750,IOWA,https://go.boarddocs.com/ia/central/Board.nsf/files/ABSJSC4E88B4/$file/PrincipalsbyLevel.xlsx
SILSBEE ISD,4840230,TEXAS,https://www.boarddocs.com/tx/disd/Board.nsf/files/CBPTTR7432D9/$file/TASB%20Responses%20and%20Search%20History.pdf
McDonald Local,3905022,OHIO,https://go.boarddocs.com/oh/mcdonald/Board.nsf/Public?open&id=policies
EXCELSIOR SPRINGS 40,2911650,MISSOURI,https://go.boarddocs.com/mo/es40s/Board.nsf/Public
Prescott K-8 Academy,2280108,LOUISIANA,https://go.boarddocs.com/la/ebrp/Board.nsf/files/CZBUR87905EC/$file/Third%20Future%20Schools-Final%20Recommendation%20Accept-Deny%202024.pdf
Carbondale Area SD,4204980,PENNSYLVANIA,https://go.boarddocs.com/pa/carb/Board.nsf/vpublic?open
Monroeville Local,3904771,OHIO,https://go.boarddocs.com/oh/verm/Board.nsf/files/CJWJF74CC206/$file/Agenda%2010.12.22%20Interagency%20Agreement%20with%20Erie%20County.pdf
Acton-Boxborough,2501710,MASSACHUSETTS,https://go.boarddocs.com/ma/hudsonma/Board.nsf/files/CDDQVK6B16CB/%24file/%23FY23%20Budget%20Book%20Digital%20Version%20FINAL.pdf
Charter Oak Unified,608190,CALIFORNIA,https://go.boarddocs.com/ca/claremont/Board.nsf/files/D4TUUM719F14/$file/LACOE%20Plan%20for%20Expelled%20Students_2024.pdf
Cumberland Regional School District,3403620,NEW JERSEY,https://go.boarddocs.com/nj/cumberlandrhsd/Board.nsf/Public
Mill A School District,5305040,WASHINGTON,https://go.boarddocs.com/sc/fortmill/Board.nsf/Public
BERRYVILLE SCHOOL DISTRICT,503150,ARKANSAS,https://go.boarddocs.com/vsba/clarkeva/Board.nsf/Public
Farmington River Reg,2513321,MASSACHUSETTS,https://go.boarddocs.com/ct/nhps/Board.nsf/files/DAHLE955FEA5/$file/FO%20Memo_PO_Dalene%20Hardwood%20Flooring_Cross%20Library%20Flooring_Ver%20JSA%2020241028.pdf
MARFA ISD,4829040,TEXAS,https://www.boarddocs.com/tx/disd/Board.nsf/files/CBGVML78712B/$file/Walsh%20Gallegos%20Proposal_Dallas%20ISD%20Superintendent%20Search.pdf
Jefferson County,2102990,KENTUCKY,https://go.boarddocs.com/wv/jeffwv/Board.nsf/public
Manteca Unified,623610,CALIFORNIA,https://go.boarddocs.com/nv/washoe/Board.nsf/files/BMKRQF6F17EE/$file/Mark%20Miller%20application_Redacted.pdf
FRANKLINVILLE CENTRAL SCHOOL DISTRICT,3611490,NEW YORK,https://go.boarddocs.com/ny/tbafcs/Board.nsf/vpublic?open
Duncan Unified District (4228),402600,ARIZONA,https://go.boarddocs.com/fl/palmbeach/Board.nsf/files/D8MQJT699500/$file/FY25%20Budget%20Book%20FINAL.pdf
HURLEY R-I,2915390,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/CLX4GL0B7F3E/$file/01%20MUSIC%20Member%20Map%202022.pdf
Lemoore Online College Preparatory High District,601820,CALIFORNIA,https://go.boarddocs.com/ca/glendale/Board.nsf/files/CRBU8X79E26E/$file/Adopted%20Resolutions%20Spring%202023_final%20042823_1.docx
PEARLAND ISD,4834440,TEXAS,https://go.boarddocs.com/tx/fisd/Board.nsf/files/CQMHNQ49556F/$file/TEC%20Board%20Overview%204_10_23%20-%20FISD.pdf
Alexandria Township School District,3400690,NEW JERSEY,https://go.boarddocs.com/nj/edisontsd/Board.nsf/goto?open&id=CZXRL96CB965
University Yes Academy,2600971,MICHIGAN,https://go.boarddocs.com/la/ebrp/Board.nsf/files/D9NRZV706C6A/$file/Youth%20Educational%20Services%20(YES%20Academy).pdf
HERRICKS UNION FREE SCHOOL DISTRICT,3614280,NEW YORK,https://go.boarddocs.com/ny/blindbrook/Board.nsf/files/DBCHTD4A0321/$file/PROPOSAL%20-%20District%20Wise%20Search%20Proposal%20-%202024-2025.pdf
THE RHODES SCHOOL FOR PERFORMING ARTS,4800283,TEXAS,https://go.boarddocs.com/oh/niles/Board.nsf/goto?open&id=BSVQSB69FD21
Education Technology JPA,602525,CALIFORNIA,https://www.boarddocs.com/ca/conejo/Board.nsf/files/CSCN4S57D032/$file/Contract%20Renewal%20-%20Infrastructure%20(Canvas)%20-%20DEC.pdf
STRINGTOWN,4029010,OKLAHOMA,https://www.boarddocs.com/mabe/mcpsmd/Board.nsf/files/B6Q4RZ77E70D/$file/181101%20Boundaries%20Facilities%20Work%20Session%20Follow-ups.pdf
State Specialty Schools I- Foothills Regional High School,1300235,GEORGIA,https://www.boarddocs.com/nv/ccsdlv/Board.nsf/files/9WJL2W5474E7/$file/05.15.15%20Ref.%204.02.pdf
Taylor Exemplar Academy,2600331,MICHIGAN,https://go.boarddocs.com/ny/esboces/Board.nsf/files/CRYQG669310E/$file/District%20Superintendent%20Report%20for%20May%2024%2C%202023%20Board%20Meeting%20with%20Supporting%20Information.pdf
INNOVA GIRLS ACADEMY CHARTER SCHOOL,3680976,NEW YORK,https://go.boarddocs.com/ny/rochny/Board.nsf/files/BRPM6D52ECAE/$file/Innova%20Girls%20Academy%20Chater%20School.pdf
EXPLORE EMPOWER CHARTER SCHOOL,3600994,NEW YORK,https://go.boarddocs.com/tn/scsk12/Board.nsf/files/CTPTSJ78A2BE/$file/Empower%20Memphis_Summary%20Document_Amended%20Round.pdf
KATY ISD,4825170,TEXAS,https://go.boarddocs.com/tx/kisd/Board.nsf/files/CY4QDA68C34B/$file/Merchants%20Way%20Board%20Presentation%20revised.pdf
Greenfield-Central Com Schools,1804050,INDIANA,https://go.boarddocs.com/wi/mmsd/Board.nsf/files/ABURD86D6FD7/$file/MMSD%20Preliminary%20Projections%20Report_with%20maps%20%20(7.18.16)__reduced.pdf
Mojave Unified,625230,CALIFORNIA,https://go.boarddocs.com/ca/kccd/Board.nsf/files/BFYQKF68A166/$file/3-MOJAVE%20UNIFIED%20SCHOOL%20DISTRICT_FACILITY%20USE_ROOM%20601_ADMJ_TUES%20%26%20THURS_CC_%240_08262019-12142019.pdf
REEDS SPRING R-IV,2926160,MISSOURI,https://go.boarddocs.com/mo/cr1sd/Board.nsf/files/D7YGZV4649A9/$file/MoniteauSchools_A-E-Services_DakeWells.pdf
CAMDEN CENTRAL SCHOOL DISTRICT,3606240,NEW YORK,https://go.boarddocs.com/ny/crboces/Board.nsf/files/BYZQEW6846CD/$file/Agenda%20March%2015%2C%202021.pdf
Cohasset,2503780,MASSACHUSETTS,https://go.boarddocs.com/ma/hudsonma/Board.nsf/files/D4TJLD4D77E6/$file/esplanade-thougts%20(2).doc
REAGAN COUNTY ISD,4836570,TEXAS,https://go.boarddocs.com/co/adams14/Board.nsf/goto?open&id=CUZL8Y554439
Clayton Public School District,3403180,NEW JERSEY,https://go.boarddocs.com/mo/sdclay/Board.nsf/Public
Freedom School District,3303120,NEW HAMPSHIRE,https://www.boarddocs.com/wi/freesd/Board.nsf/Public?open&id=policies
Olivet Community Schools,2626370,MICHIGAN,https://go.boarddocs.com/mi/bsdmi/Board.nsf/files/BAQL4J4E1564/$file/2018%20Board%20Member%20Awards%20Program.pdf
New Los Angeles Charter Elementary District,602475,CALIFORNIA,https://www.boarddocs.com/ca/rova/Board.nsf/files/B5PVBJ7FF293/$file/CSBA%20Charter%20School%20Report%202018-19.pdf
Platte County School District #1,5605090,WYOMING,https://go.boarddocs.com/wy/wyos/Board.nsf/files/CSMKV8536F88/$file/Annual%20Accreditation%20Recommendations%20SY%202023-2024.pdf
DECATUR ISD,4816500,TEXAS,https://www.boarddocs.com/tx/disd/Board.nsf/files/CBGVML78712B/$file/Walsh%20Gallegos%20Proposal_Dallas%20ISD%20Superintendent%20Search.pdf
East Noble School Corporation,1802970,INDIANA,https://www.boarddocs.com/in/ensc/Board.nsf/Public?open&id=policies
Walden School of Liberal Arts,4900061,UTAH,https://go.boarddocs.com/ga/sccs/Board.nsf/files/CMSMTW59D5C3/$file/Appointments%202.pdf
ELEVATE COLLEGIATE CHARTER SCHOOL,4801470,TEXAS,https://go.boarddocs.com/mo/rsdpa/Board.nsf/legacy-content/8B578X6B329F/$FILE/ProgramBook.pdf
BEGGS,4003810,OKLAHOMA,https://go.boarddocs.com/ca/mbusd/Board.nsf/files/A7VMZL5D549D/$file/begg_pool_fact_sheet.pdf
Cherokee,2004710,KANSAS,https://go.boarddocs.com/oh/lakota/Board.nsf/files/D47PQW644CB8/$file/Cherokee%20Elementary%20-%20Camp%20Kern%202024.pdf
MIDDLE COLLEGE HIGH SCHOOL CHARTER - GALLUP,3500186,NEW MEXICO,https://go.boarddocs.com/co/dpsk12/Board.nsf/files/9TLTN97599DA/$file/BoE%20recommendation%20Whole%20Child%20FINAL.pdf
Muskegon Public Schools of the City of,2624840,MICHIGAN,https://go.boarddocs.com/mi/mps/Board.nsf/Public?open&id=policies
Washington County Public Schools,2400660,MARYLAND,https://go.boarddocs.com/mabe/wcps/Board.nsf/Public
Saint Johnsbury Supervisory District,5099911,VERMONT,https://go.boarddocs.com/nh/rivendell/Board.nsf/files/D8MSUJ74611D/$file/Superintendents%20Report%209.24.pdf
Floyd County,1302190,GEORGIA,https://www.boarddocs.com/vsba/floyd/Board.nsf/Public
Hampton City Public Schools,5101800,VIRGINIA,https://go.boarddocs.com/vsba/hampton/Board.nsf/files/D34SHB727F00/$file/Superintendent's%20Proposed%20Budget%20Book.pdf
Patrick Henry Local,3904759,OHIO,https://go.boarddocs.com/va/vbwd/Board.nsf/files/9QNPS573FC83/$file/LWIA%20Regions.pdf
Waynesboro Area SD,4225110,PENNSYLVANIA,https://go.boarddocs.com/pa/wayn/Board.nsf/Public
Covington Independent,2101350,KENTUCKY,https://go.boarddocs.com/tx/rrisd/Board.nsf/files/D66KBP510B89/$file/H1.5%2030%2024%20Minutes%20Called%20Board-Budget%20Workshop%20Mtg.pdf
Northumberland County Public Schools,5102730,VIRGINIA,https://go.boarddocs.com/va/nucps/Board.nsf/files/CBNUL56F6998/$file/Annual%20Plan%202022-2023.pdf
Propel CS-Hazelwood,4200880,PENNSYLVANIA,https://go.boarddocs.com/pa/phsd/Board.nsf/files/CWNJPF4D9AF6/$file/LIST%20OF%20PAYMENTS%202023-2024%20GF.PDF
ISLAND PARK CHARTER SCHOOL INC.,1600192,IDAHO,https://go.boarddocs.com/ny/carle/Board.nsf/files/D8HMUT5CFBC8/$file/2023-11-09%20Board%20of%20Education%20-%20Public%20Agenda-1698.pdf
Aspire Arts & Sciences Academy District,602534,CALIFORNIA,https://go.boarddocs.com/ar/nlrsd/Board.nsf/files/CUSRXH70208C/$file/8_17_23%20Preliminary%20Aspire%20Data.pptx%20(4).pdf
Woodland Public Schools,2314010,MAINE,https://www.boarddocs.com/wa/bgps/Board.nsf/files/C7GLNL55DEA6/$file/Interlocal%20Agreement%20-%20Legal%20Services.pdf
West Contra Costa Unified,632550,CALIFORNIA,https://go.boarddocs.com/ga/fcss/Board.nsf/files/8AZJR24E5AD4/$file/11-09-2010+Work+Session+Ed+Spec+Summary_REVISED+11-4-10+(4).pdf
Imperial Valley ROP,600101,CALIFORNIA,https://go.boarddocs.com/ca/ltcc/Board.nsf/files/CY2VLQ81133C/$file/IC13_03_Dental_Board_ApCourses.pdf
Plymouth-Canton Community Schools,2628560,MICHIGAN,https://go.boarddocs.com/mi/pccs/Board.nsf/goto?open&id=BZLL2B546AB6
AMHERST ISD,4808160,TEXAS,https://go.boarddocs.com/ma/arps/Board.nsf/Public?open&id=C6HUJU7C56E1
BUFFALO UNITED CHARTER SCHOOL,3600071,NEW YORK,https://go.boarddocs.com/ny/buffalo/Board.nsf/files/CW4ENB3B37B9/$file/Charter%20Renewal%20Presentation.pdf
Mesa County Valley School District No. 51,804350,COLORADO,https://go.boarddocs.com/co/cde/Board.nsf/goto?open&id=B9MN6L5C0EFB
Lincoln County School District #2,5604060,WYOMING,https://www.boarddocs.com/wy/lcsd2/Board.nsf/Public
KNIPPA ISD,4825800,TEXAS,https://www.boarddocs.com/tx/disd/Board.nsf/files/CJQPAT63B631/$file/Joyce%20Foreman_19.A.%20Response.pdf
Upper Dublin SD,4224390,PENNSYLVANIA,https://go.boarddocs.com/pa/udub/Board.nsf/Public
Spartanburg 04,4503570,SOUTH CAROLINA,https://go.boarddocs.com/sc/beau/Board.nsf/files/ASWQY763A3E2/$file/A%26M%20District%20Overview%20and%20Overhead.pdf
Akin CCSD 91,1703210,ILLINOIS,https://go.boarddocs.com/sc/charleston/Board.nsf/files/CL8LF2559D2B/$file/A%26F%20Packet%20November%202022%20(UPDATED).pdf
SPARTA R-III,2928740,MISSOURI,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/CLX4GL0B7F3E/$file/01%20MUSIC%20Member%20Map%202022.pdf
Central Utah Ed. Services,4900027,UTAH,https://go.boarddocs.com/ut/tooelesd/Board.nsf/goto?open&id=CAJPV765A3CB
KIPP Endeavor College Preparatory Charter District,601883,CALIFORNIA,https://go.boarddocs.com/mo/foxc6/Board.nsf/files/C3KUHM7C289D/$file/20210601%20Board%20Meeting%20Budget%20Documents.PDF.pdf
Kenilworth Science and Technology Charter School,2200258,LOUISIANA,https://go.boarddocs.com/la/ebrp/Board.nsf/files/C3TSWL6BA850/$file/Charter-Kenilworth%20Science%20and%20Technology-Recommendation.pdf
Judith Gap Elem,3015360,MONTANA,https://cdn.boarddocs.com/sites/fl/pcsfl/2017/Attachments/Attachment-7818.pdf
Ridgway School District No. R-2  of  the county of Ouray a,806210,COLORADO,https://go.boarddocs.com/co/montrose/Board.nsf/files/CVELPB57025C/$file/ELPA%20FY23-24%20Allocations%20redacted.pdf
Hornbrook Elementary,617620,CALIFORNIA,https://go.boarddocs.com/oh/massillon/Board.nsf/files/CWBLPR5713FA/$file/DECEMBER%2015%2C%202004%20MASSILLON%20BOARD%20OF%20EDUCATION%20REGULAR%20MEETING.pdf
Sioux Falls School District 49-5,4666270,SOUTH DAKOTA,https://go.boarddocs.com/mn/winona/Board.nsf/files/BHMNMR60A24D/$file/609%20.pdf
Green Woods CS,4200104,PENNSYLVANIA,https://go.boarddocs.com/oh/aascoh/Board.nsf/files/C9VRX46BAFDC/$file/Board%20Minutes%201983.pdf
NEW YORK CITY GEOGRAPHIC DISTRICT # 2,3600077,NEW YORK,https://go.boarddocs.com/ny/cecsd/Board.nsf/files/B6VT4Q75940A/$file/Small%20City%20School%20Districts%20(3).pdf
Hardeman County Schools,4701650,TENNESSEE,https://www.boarddocs.com/wy/teton1/Board.nsf/files/D6TPUK665218/$file/Hardeman.S-%202024-2025%20contract%20Proposal.pdf
LOUP COUNTY PUBLIC SCHOOLS,3173120,NEBRASKA,https://go.boarddocs.com/wi/fasd/Board.nsf/files/D8YL2D546BBB/$file/_Fort%20Atkinson_Flipbook_Annual%20Report%208.15.2024.pdf
Bridgewater-Raritan Regional School District,3402280,NEW JERSEY,https://go.boarddocs.com/nj/nplainfield/Board.nsf/files/CSCKQK4E5E4D/$file/BoardMeeting_minutes_publicSession_20221012.pdf
NORTHWEST ARK. EDUCATION COOP,500039,ARKANSAS,https://go.boarddocs.com/ar/nlrsd/Board.nsf/files/CD3LTE5814F8/$file/2021-04-01-Board%20Workshop%20Agenda.PDF
Leadership Military Academy District,601640,CALIFORNIA,https://go.boarddocs.com/ca/lma/Board.nsf/files/BLPQ5H661AB6/$file/Regular%20Meeting%20Minutes%20December%2012%2C%202019.pdf
RED HOOK CENTRAL SCHOOL DISTRICT,3624240,NEW YORK,https://go.boarddocs.com/ny/redhook/Board.nsf/Public
East Clinton Local,3904640,OHIO,https://go.boarddocs.com/oh/eclsd/Board.nsf/Public?open&id=policies
Northampton County Public Schools,5102710,VIRGINIA,https://www.boarddocs.com/vsba/nhcps/Board.nsf/Public
